match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Bari vs Venezia,Bari,Venezia,2026-04-18 13:00:00+00:00,Home Win,0.8760192394256592,7.0,0.14285714285714285,0.7331620965685164,5.132134675979614,21.38389448324839,0.8760192394256592
Sheffield Wednesday vs Charlton,Sheffield Wednesday,Charlton,2026-04-18 14:00:00+00:00,Home Win,0.6915714740753174,4.9,0.2040816326530612,0.48748984142225615,2.3887002229690553,15.312180916468302,0.6915714740753174
Blackburn vs Coventry,Blackburn,Coventry,2026-04-17 19:00:00+00:00,Home Win,0.7016942501068115,3.9,0.25641025641025644,0.4452839936965551,1.7366075754165649,14.970754960487628,0.7016942501068115
GIL Vicente vs Guimaraes,GIL Vicente,Guimaraes,2026-04-18 19:30:00+00:00,Away Win,0.6878076195716858,3.7,0.27027027027027023,0.41753734930141556,1.5448881924152376,14.304520300141089,0.6878076195716858
Portsmouth vs Leicester,Portsmouth,Leicester,2026-04-18 11:30:00+00:00,Away Win,0.6591439843177795,3.25,0.3076923076923077,0.35145167662547183,1.1422179490327835,12.691310544808706,0.6591439843177795
Nacional vs Alverca,Nacional,Alverca,2026-04-18 14:30:00+00:00,Home Win,0.9079036712646484,2.27,0.44052863436123346,0.467375036903415,1.060941333770752,20.884671924621102,0.9079036712646484
Wellington Phoenix vs Western Sydney Wanderers,Wellington Phoenix,Western Sydney Wanderers,2026-04-18 05:00:00+00:00,Home Win,0.7386897206306458,2.43,0.4115226337448559,0.3271670868857898,0.7950160211324693,13.89888148832988,0.7386897206306458
Spezia vs Sudtirol,Spezia,Sudtirol,2026-04-18 13:00:00+00:00,Home Win,0.7057206034660339,2.42,0.4132231404958678,0.29249746297016616,0.7078438603878021,12.462039795559896,0.7057206034660339
Mantova vs Avellino,Mantova,Avellino,2026-04-18 13:00:00+00:00,Home Win,0.7057206034660339,2.25,0.4444444444444444,0.2612761590215895,0.5878713577985764,11.757427155971527,0.7057206034660339
